species,url,description,flowering
eucalyptus_aggregata,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_aggregata.htm,"Tree to 20 m tall. Forming a lignotuber.Bark rough throughout or branches <8 cm diameter smooth, rough bark flaky and fissured or fibrous, dark grey to grey-brown.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded in cross-section; juvenile leaves opposite at first but soon alternate, petiolate, ovate to elliptical or lanceolate, 4–7 cm long, 1.5–3 cm wide, margin entire or crenulate, green. Juvenile leaf shape may vary considerably in a single seedlot.Adult leaves alternate, petioles 0.4–1.5 cm long; blade lanceolate, 5–12 cm long, 1–2.5 cm wide, slightly glossy or dull, side-veins at an acute or wider angle to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin or well removed from it (sometimes double), oil glands mostly island.Inflorescence axillary unbranched, peduncles 0.1–0.5 cm long, buds 7 per umbel, shortly pedicellate to rarely sessile, pedicels (0)0.1–0.2 cm long. Mature buds ovoid (0.3–0.5 cm long, 0.2–0.3 cm wide), green to yellow, scar present, operculum conical or beaked (0.15–0.3 cm long), stamens inflexed or irregularly flexed, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, locules 3 or 4, each with 4 vertical ovule rows. Flowers white or cream.Fruit sessile to shortly pedicellate, pedicels 0–0.2 cm long, obconical, 0.2–0.5 cm long, 0.3–0.5 cm wide, disc slightly raised or level, valves 3 or 4, strongly exserted or near rim level.Seeds brown-grey, 1.2–2 mm long, ovoid or flattened-ovoid, often pointed at one end, sometimes lacunose, dorsal surface smooth, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded in cross-section, warty or smooth; leaves sessile or shortly petiolate, opposite for 4 or 5 nodes then sub-opposite to alternate, variable in shape but usually ovate-elliptical, 3–6 cm long, 0.6–3.7 cm wide, base tapering, rounded or amplexicaul, green to grey-green.","Flowering has been recorded in January, February, April and October."
eucalyptus_alba_var._australasica,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_alba_var._australasica.htm,"
Tree to c. 20 m tall, often deciduous during the drier months prior to the wet season. Forming a lignotuber.Bark smooth, new bark pale orange to pale pink to pale yellow to creamy-white, maturing to white and weathering to grey or reddish brown just before decortication.Juvenile growth (coppice or field seedlings to 50 cm): stems square to round in cross-section, not glaucous; juvenile leaves always petiolate, alternate, ovate, 10–18 cm long, 6–13.5 cm wide, base broadly lobed to truncate to rounded, green.Adult leaves alternate, petioles 1.5–4 cm long; blade lanceolate to broadly lanceolate to occasionally ovate, 8–18.5 cm long, (1.8)2.5–4.5(8) cm wide, base rounded to tapering to petiole, margin entire, apex pointed, concolorous, dull to slightly glossy green, side-veins acute or at a wider angle than 45° to the midrib, reticulation very dense, intramarginal vein present, oil glands mostly intersectional, rarely island, or sometimes somewhat obscure.Inflorescence axillary unbranched, peduncles 0.5–1 cm long, angular, buds 7 per umbel, pedicellate (pedicels 0.2–0.4 cm long). Mature buds obovoid to obovoid or globular, 0.4–0.8 cm long, 0.4–0.6 cm wide, scar present, operculum rounded to shortly beaked (0.2–0.5 cm long), hypanthium often with two weak longitudinal ridges, stamens regularly inflexed, rarely irregularly inflexed, anthers oblong, versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight, rarely hooked beneath the top of the operculum, stigma blunt, locules (3)4, the placentae each with 6 or more vertical rows of ovules. Flowers white.Fruit pedicellate (pedicels 0.1–0.5 cm long), obconical to hemispherical, non-glaucous, 0.3–0.6 cm long, 0.5–0.8 cm wide, disc raised and annular, valves (3)4, exserted. Seeds brown, 1.5–2 mm long, ± flattened ovoid to rarely pyramidal, dorsal surface shallowly reticulate, edge of seed sharply toothed, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons oblong, stem square in cross-section and prominently winged; leaves opposite for c. 5 to 8 nodes, then alternate, always petiolate, ovate, 7–10.8 cm long, 4–6.2 cm wide, base rounded to tapering to the petiole, dull green to grey-green.
","Flowering has been recorded in July, August and September."
eucalyptus_albens,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_albens.htm,"Tree to 25 m tall. Forming a lignotuber.Bark rough on most or all of trunk and base of large branches, rarely extending to branches < 8 cm diameter, box type, often becoming tessellated, pale grey or mottled grey and white patches, smooth bark of branches predominantly white, sometimes grey, or tinged orange, pink or salmon.Branchlets usually glaucous, pith oil glands rarely present.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, glaucous or non-glaucous; juvenile leaves alternate, petiolate, orbicular, deltoid or ovate, 5–10.5 cm long, 5–10 cm wide, margin entire, blue-green, grey-green, or blue-grey or glaucous.Adult leaves alternate, petiolate, 1.2–3 cm long; blade lanceolate to ovate, 7–16.5 cm long, 1.7–4.3 cm wide, base tapering to petiole, margin entire, concolorous, dull, blue-green, grey-green, blue-grey to glaucous, side-veins mostly greater than 45° to midrib, densely to very densely reticulate, intramarginal vein parallel to and just within margin or well removed from it, oil glands mostly intersectional or obscure.Inflorescence terminal compound or axillary unbranched, peduncles 0.8–1.8 cm long, buds 7 per umbel, sessile or with pedicels to 0.7 cm long. Mature buds fusiform, often slightly curved, 0.8–1.8 cm long, 0.3–0.6 cm wide, glaucous or sometimes green, slightly angled, scar absent, operculum conical, stamens irregularly flexed, anthers cuboid, adnate to filament, dehiscing by broad lateral pores, style long, locules 3 or 4(5) each with 4 vertical ovule rows. Flowers white.Fruit sessile or on pedicels to 0.5(1) cm long, cylindrical, urceolate or barrel-shaped, 0.6–1.4 cm long, 0.5–1 cm wide, often slightly angled longitudinally, glaucous or non-glaucous, disc descending, valves 3 or 4(5), enclosed.Seed blackish, brown or grey, 1–2 mm long, irregularly flattened-ovoid, sometimes pointed at one end, lacunose or not, dorsal surface smooth or shallowly pitted, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons reniform to oblong; stems rounded or square in cross-section, usually glaucous; leaves always petiolate, opposite for 3 to 5 nodes then alternate, orbicular to ovate, 5–10.5 cm long, 3–7.5 cm wide, base rounded or truncate, grey-green to glaucous.","Flowering has been recorded in January, February, March, April, May, June, July, August and September."
eucalyptus_albida,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_albida.htm,"Mallee to 3 m tall. Forming a lignotuber.Bark smooth throughout, often powdery, white to cream over grey.Branchlets lacking oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section, glaucous; juvenile leaves sessile, opposite for many nodes, orbicular to cordate, 1.5–4 cm long, 1.3–3.5 cm wide, base amplexicaul, apex rounded often with a small point, white with wax.Adult leaves alternate, petioles 0.7–1.7 cm long; blade narrowly lanceolate to narrowly elliptical-oblong, (4)5–7.5(10.5) cm long, 0.5–1.7 cm wide, base tapering to petiole, margin entire, apex finely pointed, concolorous, very glossy, dark green, side-veins greater than 45° to midrib, reticulation dense, intramarginal vein close to margin, oil glands large, numerous, intersectional.Inflorescence axillary unbranched, peduncles 0.5–1.5 cm long, buds 7 or 9 per umbel, pedicellate, pedicels 0.3–0.6 cm long. Mature buds bluntly ovoid to diamond-shaped (0.6–1 cm long, 0.5 cm wide), scar present, operculum conical to rounded but with a flattened apex (0.3–0.5 cm long), stamens usually inflexed or with a few irregularly placed, anthers cuneate-cuboid, adnate to filament apex (rigidly basifixed), dehiscing by sub-terminal pores, a few of the innermost stamens imperfectly formed, style long and conspicuously twisted apically, stigma tapered, locules 3(4), the placentae each with 4 vertical rows of ovules. Flowers creamy white.Fruit pedicellate (pedicels 0.2–0.5 cm long), hemispherical to obconical, 0.5–0.6 cm long, 0.5–0.8 cm wide, disc descending, valves 3(4), held near rim level.Seeds brown-grey, 1–2.5 mm long, flattened-ovoid, often pointed at one end, dorsal surface frequently longitudinally furrowed but surface smooth, hilum ventral.Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded to square in cross-section, glaucous; leaves sessile and opposite for at least 28 nodes, successive nodes closely spaced and leaves therefore overlapping, first pairs oblong then becoming cordate or orbicular, 1.3–3 cm long, 1–2.5 cm wide, base amplexicaul, apex rounded-apiculate or pointed, white-grey with copious wax.
",Flowering has been recorded in January and December.
eucalyptus_albopurpurea,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_albopurpurea.htm,"Mallee to 5 m tall. Forming a lignotuber.Bark rough on part or most of stems, fibrous to box-type, grey to grey-brown, or smooth throughout, grey to pink-grey or coppery brown, the crown sometimes ribbony.Branchlets with or without oil glands in the pith, if present restricted to the nodes. Juvenile growth (coppice or wild seedling to 50 cm tall): stems rounded to square in cross-section, smooth or slightly warty; juvenile leaves always petiolate, opposite for 3 to 6 pairs then alternate, ovate to broadly lanceolate, 4–11cm long, 2.3–4.7 cm wide, base tapering to petiole, apex pointed or rounded, concolorous, lower leaves dull, blue-green, later leaves glossy, dark green. Adult leaves alternate, petiole 1–2 cm long; blade lanceolate, 7–14 cm long, 1.2–3 cm wide, base tapering to petiole, concolorous, glossy, dark green, side veins acute, moderately to densely reticulate with erose veinlets, intramarginal vein parallel to and remote from margin, oil glands few, intersectional, or absent. Inflorescence terminal compound and sometimes with single umbels in subterminal axils also, peduncles 0.7–2 cm long, buds 7, 9 or 11 per umbel, sessile or with pedicels to 0.4 cm long. Mature buds clavate to oblong to ovoid, 0.6–1 cm long, 0.3–0.4 cm wide, green to brown, smooth, without longitudinal ridges, scar absent (both inner and outer opercula held until flowering), operculum conical to rounded, stamens inflexed or irregularly flexed, anthers adnate, oblong or globoid, dehiscing by lateral pores, style long, stigma blunt or pin-head shaped, locules 4 or 5 each with 4 vertical ovule rows. Flowers white, pink, mauve or purple. Fruit sessile or with pedicels to 0.4 cm long, sub-cylindrical, cup-shaped or barrel-shaped, 0.6–1 cm long, 0.5–0.8 cm wide, disc descending, valves 4 or 5, enclosed. Seeds brown or grey, 0.7–1.5 mm long, ovoid or flattened-ovoid, dorsal surface with shallow reticulum, hilum ventral. Cultivated seedlings (measured at node 10): cotyledons reniform to ±oblong; stems rounded to square in cross-section, sometimes slightly warty; leaves always petiolate, opposite for 3 to 6 nodes then alternate, broadly ovate, 4–8.5 cm long, 2–5 cm long, base truncate to rounded or tapering, dull, grey-green, sometimes slightly glaucous.
",Flowering has been recorded in all months except November.
eucalyptus_alipes,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_alipes.htm,"Mallet to 8 m tall. Lignotuber absent.Bark smooth throughout, pale shiny grey over grey-brown to bronze.Branchlets have oil glands in the pith. Juvenile growth (coppice or field seedlings to 50 cm): stems rounded in cross-section; juvenile leaves sessile to subsessile, held erect, opposite at lowest node then alternate, linear to narrowly elliptical, 4.5–8 cm long, 0.5–0.8 cm wide, margin entire or distantly notched, apex pointed, green, ""glazed""; like adult foliage by ca 1m tall.Adult leaves held erect, alternate, sessile or with petioles to 0.8 cm long; blade linear to narrowly elliptical, 3–7.5 cm long, 0.4–1.1 cm wide, base tapering to petiole, margin entire or distantly indented, apex pointed, concolorous, glossy, green, the surface appearing ""glazed"", no venation visible except midrib and sometimes parts of intramarginal vein, all other venation obscured by numerous round oil glands.Inflorescence axillary unbranched, peduncles 0.5–2.5 cm long, buds 3 per umbel. Mature buds ovoid-fusiform (1.3–2.1 cm long, 0.5–0.7 cm wide), the hypanthium with 2 obvious ridges extending narrowly wing-like to the flattened pedicel, pedicels to 0.8 cm long (one or 2 lesser ridges sometimes also present on hypanthium and do not extend to pedicel), scar present, operculum pointed or blunt, as long as to twice the length of the hypanthium, slightly warty, stamens erect, anthers versatile, dorsifixed, dehiscing by longitudinal slits, style long and straight arising from a conical ovary roof, stigma flat or slightly dilated, locules 3 or 4, the placentae each with 4 vertical rows of ovules (sometimes 6, sometimes 4 plus 2 incomplete rows). Flowers creamy white.Fruit normally pedicellate, pedicels to 1 cm long, obconical and with 2 ribs, 0.7–1.5 cm long, 0.6–1.1 cm wide, disc descending, hidden by the conspicuous flat persistent staminophore, valves 3 or 4, at rim level or appearing exserted due to the style fragments remaining on the valve-tips.Seeds brown, 0.8–2 mm long, ovoid to flattened-ovoid, dorsal surface clearly but shallowly reticulate (not pitted), hilum ventral.Cultivated seedlings (measured at node 10): cotyledons Y-shaped (bisected); stems rounded in cross-section; leaves always subsessile to shortly petiolate, opposite for 3–5 nodes then alternate, linear to very narrowly lanceolate, 5.5–7.5 cm long, 0.5–1 cm wide, dull, green at lower nodes becoming glossy by ca node 8. Lamina, midrib and margin have scattered warts and may feel slightly roughened when fresh.","Flowering has been recorded in January, February and December."
eucalyptus_alligatrix_subsp._alligatrix,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_alligatrix_subsp._alligatrix.htm,"Tree to 15 m tall, rarely multi-stemmed from base. Forming a lignotuber.Bark rough to small branches or rarely the branches <8cm diameter smooth, rough bark thick, fibrous, coarsely furrowed down trunk, dark grey; branchlets glaucous or non-glaucous.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, glaucous or not glaucous, warty or smooth; juvenile leaves always opposite, sessile, orbicular or broadly ovate, 2–4.5 cm long, 2.5–5.2 cm wide, margin entire or crenulate, blue-green, grey-green or glaucous.Crown composed of opposite, petiolate intermediate leaves and alternate adult leaves.Adult leaves petiole 0.6–2.4 cm long; blade lanceolate to falcate, 5.4–20 cm long, 1–4.7 cm wide, base tapering to petiole, margin entire, concolorous, glossy or dull, green, blue-green or grey-green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin or well removed from it, oil glands numerous, mostly island.Inflorescence axillary single, peduncles 0.3–0.7 cm long, buds 3 per umbel, sessile or on pedicels to 0.3 cm long. Mature buds ovoid to diamond-shaped, 0.5–0.6 cm long, 0.3–0.5 cm wide, green or glaucous, scar present, operculum conical, stamens inflexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white.Fruit sessile or on pedicels to 0.2 cm long, cup-shaped, obconical or campanulate, 0.4–0.5 cm long, 0.4–0.8 cm wide, sometimes glaucous, disc raised or level, valves 3 or 4, strongly exserted or near rim level.Seeds dark brown, 1–2.2 mm long, ovoid or flattened-ovoid, D-shaped or pointed at one end, usually lacunose, dorsal surface smooth or shallowly pitted, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded or square in cross-section, glaucous; leaves sessile and opposite for many nodes, orbicular to cordate, 2.5–4.5 cm long, 2.2–6.5 cm wide, base amplexicaul to rounded, apex emarginate, rounded or pointed, glaucous to grey-green.",Flowering time unknown.
eucalyptus_alligatrix_subsp._limaensis,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_alligatrix_subsp._limaensis.htm,"Tree to 30 m tall. Forming a lignotuber.Bark rough to small branches or rarely the branches <8cm diameter smooth, rough bark thick, fibrous, coarsely furrowed down trunk, dark grey; branchlets rarely glaucous.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, glaucous or non-glaucous, warty or smooth; juvenile leaves always opposite, sessile, orbicular or broadly ovate, 2–4.5 cm long, 2.5–5.2 cm wide, margin entire or crenulate, blue-green, grey-green or glaucous. Crown composed entirely of narrowly lanceolate adult leaves.Adult leaves alternate, petiole 0.8–2.5 cm long; blade narrowly lanceolate to falcate, 4.8–19.5 cm long, 0.7–1.8 cm wide, base tapering to petiole, margin entire, concolorous, glossy or dull, light green or grey-green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin, oil glands numerous, mostly island.Inflorescence axillary unbranched, peduncles 0.2–0.8 cm long, buds 3 per umbel, sessile or on pedicels only 0.1 cm long. Mature buds ovoid to diamond-shaped, 0.4–0.5 cm long, 0.2–0.3 cm wide, green or glaucous, sometimes slightly ridged, scar present, operculum conical, stamens inflexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white.Fruit sessile or on pedicels only 0.1 cm long, obconical or campanulate, 0.3–0.4 cm long, 0.4–0.5(0.7) cm wide, disc raised, valves 3 or 4, strongly exserted.Seeds dark grey, brown or blackish, 1–1.6 mm long, ovoid or flattened-ovoid, often pointed at one end, usually lacunose, dorsal surface smooth or shallowly pitted, hilum ventral.Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded or square in cross-section, glaucous; leaves sessile and opposite for many nodes, orbicular to cordate, 2–3 cm long, 2–3.5 cm wide, base amplexicaul to rounded, apex emarginate, rounded or pointed, glaucous to grey-green.",Flowering time unknown.
eucalyptus_alligatrix_subsp._miscella,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_alligatrix_subsp._miscella.htm,"Tree to 15 m tall. Forming a lignotuber.Bark rough to small branches or rarely the branches <8cm diameter smooth, rough bark thick, fibrous, coarsely furrowed down trunk, grey; branchlets rarely glaucous.Juvenile growth (coppice or field seedlings to 50 cm): stem rounded or square in cross-section, usually glaucous; juvenile leaves always opposite, sessile, orbicular to ovate, 2–4.5 cm long, 2.5–5 cm wide, margin entire or crenulate, green to grey-green or glaucous.Crown composed entirely of Adult leaves which are alternate, petiole 1–2 cm long; blade lanceolate, 8–17 cm long, 0.8–2.8 cm wide, base tapering to petiole, margin entire, concolorous, glossy, green to grey-green, side-veins greater than 45° to midrib, moderately to densely reticulate, intramarginal vein parallel to and just within margin, oil glands mostly island.Inflorescence axillary unbranched, peduncles 0.4–1 cm long, buds 3 or 7 per umbel, pedicels ca 0.2 cm long, rarely sessile. Mature buds diamond-shaped, 0.4–0.5 cm long, 0.3–0.4 cm wide, slightly glaucous or green, scar present, operculum conical, stamens inflexed, anthers cuboid or cuneate, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, locules 3 or 4, the placentae each with 4 vertical ovule rows. Flowers white.Fruit sessile or on pedicels 0.2 cm long, obconical or campanulate, 0.4–0.5 cm long, 0.5–0.6 cm wide, disc raised, valves 3 or 4, strongly exserted.Seeds brown, 1–1.5 mm long, ovoid or flattened-ovoid, usually lacunose, dorsal surface shallowly pitted, hilum ventral. Cultivated seedlings (measured at ca node 10): cotyledons bilobed to oblong; stems rounded or square in cross-section, glaucous; leaves sessile and opposite for many nodes, orbicular to cordate, 2–4.5 cm long, 1.2–4.5 cm wide, base amplexicaul to rounded, apex emarginate, rounded or pointed, glaucous to grey-green.",Flowering time unknown.
eucalyptus_ammophila,https://apps.lucidcentral.org/euclid/text/entities/eucalyptus_ammophila.htm,"
Mallee to 6 m tall, rarely a small multistemmed tree. Forming a lignotuber.Bark rough, usually to the base of the branches, sometimes only on the lower trunk, fibrous, grey-brown. Upper trunk and branches with grey to grey-brown over orange to bronze smooth bark.Juvenile growth (coppice or field seedlings to 50 cm): stem square in cross-section, sometimes with a small wing on the edges; juvenile leaves shortly petiolate, alternate, ovate to broadly lanceolate, 6–8.5 cm long, 2.2–3.6 cm wide, dull, grey-green to light green.Adult leaves alternate, petiole 0.7–2.5 cm long; lanceolate, 6–13.5 cm long, 1.3–2.5(3) cm wide, base tapering to petiole, concolorous, normally dull, usually blue-green at first, maturing to green, side-veins acute, less than 45° to midrib, sparsely to moderately reticulate, intramarginal vein parallel to and remote from margin, oil glands island.Inflorescence axillary unbranched, peduncles 0.5–1.2(1.5) cm long, buds 7(–11) per umbel, pedicellate (pedicels ca. 0.2 cm long. Mature buds ovoid (ca. 0.8 cm long, 0.5 cm wide), yellow or creamy, smooth, scar present, operculum conical (ca. 0.6 cm long), stamens erect, anthers cuboid to oblong, versatile, dorsifixed, dehiscing by longitudinal slits (non-confluent), style long, stigma tapered, locules 4(5), the placentae each with 6 vertical ovule rows. Flowers white.Fruit pedicellate (pedicels 0.3–0.5 cm long), hemispherical, 0.3–0.5 cm long, 0.6–0.9 cm wide, disc raised and vertical to oblique, rarely either convex or concave, valves 4(5), strongly exserted.Seeds dark brown to black, 1–1.5 mm long, pyramidal or cuboid, dorsal surface usually pitted, edge sharply toothed, hilum terminal. Cultivated seedlings (measured at ca node 10): cotyledons oblong; stems square in cross-section; leaves always petiolate, opposite for 3 to 7 nodes then becoming alternate, lanceolate, 7–14 cm long, (0.5)1–3 cm wide, base tapering, apex pointed, dull, grey-green to green, discolorous.
",Flowering time unknown.
